"","Gene_id","Variant","Percent_12B","Percent_10G","Percent_3D7B","Percent_B11","Percent_A7","Percent_E5","MaxRedPercentDif","MeanRedPercent","MaxRedPercent","Interval","areaFC","area_12B","area_10G","area_3D7B","area_B11","area_A7","area_E5","MaxArea","MinArea","MeanPercent","rel_12B","rel_10G","rel_3D7B","rel_B11","rel_A7","rel_E5","Gene_name","Annot","state_12B","state_10G","state_3D7B","state_B11","state_A7","state_E5","category_12B","category_10G","category_3D7B","category_B11","category_A7","category_E5"
"3094","PF3D7_1108900",FALSE,23.8922841864018,21.0466004583652,16.9213139801375,32.8304048892284,26.2414056531704,31.2643239113827,15.9090909090909,25.3660555131143,32.8304048892284,"Sides",0.317101826632721,32.4745909518414,31.86906156785,30.5379081003309,34.802927668541,31.7684784997093,32.4628184305028,34.802927668541,30.5379081003309,43.0005236515971,"mid","min","min","max","min","mid","null","tetratricopeptide repeat protein, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"3095","PF3D7_1109000",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4948507592948,NA,NA,NA,NA,NA,NA,"null","small nucleolar RNA snoR07","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active","Active","Active","Active","Active","Active"
"3096","PF3D7_1109100",FALSE,8.02139037433155,6.58899923605806,4.56455309396486,12.5859434682964,6.85637891520244,6.41711229946524,8.02139037433155,7.50572956455309,12.5859434682964,"Left",1.40751995536705,34.348412797056,35.6800679126893,26.2025743485127,45.1337177481995,30.9198314528139,26.5442168037432,45.1337177481995,26.2025743485127,10.200296735905,"mid","mid","min","max","min","min","null","conserved Plasmodium protein, unknown function","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"3097","PF3D7_1109200",FALSE,16.5775401069519,13.5790679908327,13.9992360580596,36.5737203972498,47.1543162719633,47.9373567608862,34.3582887700535,29.3035395976572,47.9373567608862,"Left",2.0191189442701,34.3291932757256,34.5456238573364,30.9792339060953,10.0772683213344,7.38847405690352,10.2599406862877,34.5456238573364,7.38847405690352,20.2914993890731,"max","max","max","min","min","min","null","conserved Plasmodium protein, unknown function","Active_FC_Dif_noRNASeq_max","Active_FC_Dif_noRNASeq_max","Active_FC_Dif_noRNASeq_max","Inactive_FC_Dif_noRNASeq_min","Inactive_FC_Dif_noRNASeq_min","Inactive_FC_Dif_noRNASeq_min","Active","Active","Active","Inactive","Inactive","Inactive"
"3098","PF3D7_1109300",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.3481410368302,NA,NA,NA,NA,NA,NA,"null","small nucleolar RNA snR61/Z1/Z11","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active","Active","Active","Active","Active","Active"
"3099","PF3D7_1109400",FALSE,71.7341482047364,75,69.6906035141329,82.4866310160428,79.2398777692895,81.4553093964859,12.7960275019099,76.6010949834479,82.4866310160428,"Left",0.255117501802944,42.1867853552587,41.5982648934138,39.4927537732678,40.5003067598814,40.138946612085,38.7554549560091,42.1867853552587,38.7554549560091,81.973293768546,"max","max","min","mid","mid","min","ENP1","essential nuclear protein 1, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"3100","PF3D7_1109500",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.7147844300925,NA,NA,NA,NA,NA,NA,"null","small nucleolar RNA snoR09","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active","Active","Active","Active","Active","Active"
"3101","PF3D7_1109600",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.3071216617211,NA,NA,NA,NA,NA,NA,"null","small nucleolar RNA SNORD127","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active","Active","Active","Active","Active","Active"
"3102","PF3D7_1109700",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0957409670099,NA,NA,NA,NA,NA,NA,"null","small nucleolar RNA snoR11","Inactive_FCna_Redna","Inactive_FCna_Redna","Inactive_FCna_Redna","Inactive_FCna_Redna","Inactive_FCna_Redna","Inactive_FCna_Redna","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"3103","PF3D7_1109800",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9040844824577,NA,NA,NA,NA,NA,NA,"null","small nucleolar RNA snoR12","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active","Active","Active","Active","Active","Active"
"3104","PF3D7_1109900",FALSE,95.550038197097,95.2635599694423,95.0152788388082,96.4476699770817,96.7341482047364,96.7341482047364,1.7188693659282,95.9574738986504,96.7341482047364,"Right",0.813127274754424,26.413385659229,24.9223452353357,26.5211725155574,15.5846106701104,16.1900011593133,16.7624092996652,26.5211725155574,15.5846106701104,97.9228486646884,"max","max","max","min","min","min","RPL36","60S ribosomal protein L36","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"3105","PF3D7_1110000",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.130301972421,NA,NA,NA,NA,NA,NA,"null","conserved Plasmodium protein, unknown function","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active","Active","Active","Active","Active","Active"
"3106","PF3D7_1110100",FALSE,74.9809014514897,75.61115355233,78.5141329258976,81.3598166539343,84.7211611917494,81.3789152024446,9.74025974025975,79.4276801629743,84.7211611917494,"Right",0.556416781681367,11.0912369729158,7.72772035513801,9.10017596290548,15.2115260687524,12.0072528615172,14.180113870595,15.2115260687524,7.72772035513801,64.849886542154,"mid","min","min","max","mid","max","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"3107","PF3D7_1110200",FALSE,51.8716577540107,48.720397249809,42.68525592055,52.4446142093201,49.5798319327731,54.7746371275783,12.0893812070283,50.0127323656735,54.7746371275783,"Left",0.660779171203398,12.2160406866788,12.9964000650388,10.5458784724697,19.3678273404862,18.3115615016839,19.4333583251554,19.4333583251554,10.5458784724697,63.0345610054111,"min","min","min","max","max","max","PRPF6","pre-mRNA-processing factor 6, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"3108","PF3D7_1110300",FALSE,58.7662337662338,60.8670741023682,54.5645530939649,74.6562261268144,74.025974025974,78.5141329258976,23.9495798319328,66.8990323402088,78.5141329258976,"Mid",0.549223711528015,17.6586464209857,18.7445230961226,17.8121515552031,25.0457053410375,21.7472519877131,22.4192485041204,25.0457053410375,17.6586464209857,83.3740617908885,"min","min","min","max","mid","mid","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"3109","PF3D7_1110400",FALSE,84.453781512605,84.3391902215432,82.7349121466768,89.9159663865546,90.2979373567609,92.2268907563025,9.49197860962568,87.3281130634072,92.2268907563025,"Left",0.5789692938289,25.5949980573336,26.1055600729545,23.8502008985278,28.1391443456437,31.6373379005265,30.6512982560716,31.6373379005265,23.8502008985278,89.7451562227265,"min","min","min","mid","max","max","null","RNA-binding protein, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"3110","PF3D7_1110500",FALSE,72.4025974025974,65.6990068754775,61.4209320091673,60.2559205500382,58.3651642475172,56.6653934300993,15.7372039724981,62.4681690858161,72.4025974025974,"Mid",0.515529396207628,21.5830896141502,19.5019922680243,19.2839833866994,26.217853765692,26.1928534168918,24.6259231521769,26.217853765692,19.2839833866994,65.2360795950428,"min","min","min","max","max","max","VPS35","vacuolar protein sorting-associated protein 35, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"3111","PF3D7_1110600",FALSE,53.475935828877,60.3132161955691,57.9067990832697,37.681436210848,42.5706646294882,40.488922841864,22.6317799847212,48.7394957983193,60.3132161955691,"Right",0.570591299587383,30.9822351929922,33.0502744069898,31.7284997460387,38.6432876866298,37.0431996160352,38.6566881724425,38.6566881724425,30.9822351929922,69.7133007505673,"min","min","min","max","max","max","null","mitochondrial ribosomal protein L11 precursor, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"3112","PF3D7_1110700",FALSE,32.8877005347594,29.0106951871658,34.205500381971,68.8311688311688,75.916730328495,79.1061879297173,50.0954927425516,53.3263305322129,79.1061879297173,"Right",1.47834073049852,20.9158832249985,21.6639523114761,20.7630981899858,40.5331125112,39.7203191577013,40.6467810151909,40.6467810151909,20.7630981899858,66.7699423983243,"min","min","min","max","max","max","ALP1","actin-like protein, putative","Inactive_FC_Dif_min","Inactive_FC_Dif_min","Inactive_FC_Dif_min","Active_FC_Dif_max","Active_FC_Dif_max","Active_FC_Dif_max","Inactive","Inactive","Inactive","Active","Active","Active"
"3113","PF3D7_1110800",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.1150288008378,NA,NA,NA,NA,NA,NA,"null","conserved Plasmodium protein, unknown function","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active","Active","Active","Active","Active","Active"
"3114","PF3D7_1110900",FALSE,50.9549274255157,48.8158899923606,46.1038961038961,38.5026737967914,36.7265087853323,37.0893812070283,14.2284186401833,43.0322128851541,50.9549274255157,"Mid",0.95083359453461,24.3533399378434,24.8572110950803,24.5024342756329,13.4381377345678,12.913767858011,12.0684992485898,24.8572110950803,12.0684992485898,64.3764182230756,"max","max","max","min","min","min","null","ES2 protein, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"3115","PF3D7_1111000",FALSE,23.5676088617265,23.0519480519481,19.5378151260504,30.3284950343774,25.5347593582888,29.0679908326967,10.790679908327,25.181436210848,30.3284950343774,"Left",0.566971061341502,28.5488122519501,26.7699144925548,26.1716902334395,33.7974510084827,30.8869266309601,31.5168089729398,33.7974510084827,26.1716902334395,38.5407575493105,"min","min","min","max","mid","max","null","tRNA m5C-methyltransferase, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"3116","PF3D7_1111100",FALSE,52.3300229182582,56.8372803666921,59.2245989304813,62.012987012987,60.5233002291826,60.6569900687548,9.6829640947288,58.5975299210593,62.012987012987,"Mid",1.59812866489712,38.7114579675552,38.2103985533223,37.1303277256801,20.2240652201876,17.2169389412564,17.2166274246889,38.7114579675552,17.2166274246889,82.2743934369,"max","max","max","min","min","min","RFC5","replication factor C subunit 5, putative","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"3117","PF3D7_1111200",FALSE,22.2689075630252,21.161191749427,19.270435446906,31.1497326203209,28.8770053475936,32.4675324675325,13.1970970206264,25.8658008658009,32.4675324675325,"Sides",0.658621838667405,27.0860791864627,28.5922576716143,25.1361006595626,21.5183283058287,19.7337939415377,20.5421812533249,28.5922576716143,19.7337939415377,42.3459591551754,"max","max","mid","min","min","min","null","conserved protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"3118","PF3D7_1111300",FALSE,21.4285714285714,23.7394957983193,20.3399541634836,15.7372039724981,16.9786096256685,16.9213139801375,8.00229182582123,19.1908581614464,23.7394957983193,"Left",2.60278950942669,62.1614518974522,54.8849290598906,48.5554695263142,30.4414501454857,27.1539329956632,30.1131536903847,62.1614518974522,27.1539329956632,41.9575842206319,"max","max","mid","min","min","min","BOS1","protein transport protein BOS1, putative","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"3119","PF3D7_1111400",FALSE,67.8953399541635,74.7899159663866,66.7303284950344,65.9854851031322,69.7478991596639,69.6142093200917,8.8044308632544,69.1271963330787,74.7899159663866,"Mid",0.571521225259308,17.0436897332295,18.2184110262451,19.838884382952,24.7306502129672,24.6890517951664,23.9061790433541,24.7306502129672,17.0436897332295,77.784080991447,"min","min","mid","max","max","max","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"3120","PF3D7_1111500",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.5637109443184,NA,NA,NA,NA,NA,NA,"null","acylphosphatase, putative","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active","Active","Active","Active","Active","Active"
"3121","PF3D7_1111600",FALSE,14.6676852559206,13.4453781512605,11.5546218487395,9.41558441558442,9.16730328495034,8.93812070282659,5.72956455309397,11.1981156098803,14.6676852559206,"Right",1.57045167699004,27.4641092485916,31.2556809789493,27.2256976481785,16.3002213420188,10.1331059234333,13.2940385272287,31.2556809789493,10.1331059234333,12.9691045557689,"max","max","max","min","min","min","null","endonuclease/exonuclease/phosphatase family protein, putative","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"3122","PF3D7_1111700",FALSE,38.2543926661574,38.2352941176471,37.0320855614973,21.4094728800611,20.9893048128342,28.6096256684492,17.2650878533231,30.755029284441,38.2543926661574,"Mid",0.276242088174944,15.4263343714783,14.7624910262759,14.465897762979,12.9514651613315,11.7108782855253,13.275895307154,15.4263343714783,11.7108782855253,39.0207715133531,"max","max","max","mid","min","mid","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"3123","PF3D7_1111800",FALSE,32.1619556913675,37.5859434682964,34.6447669977082,43.4682964094729,54.2207792207792,61.5546218487395,29.392666157372,43.9393939393939,61.5546218487395,"Sides",1.69904375739964,25.9475881410082,27.8116372781376,21.7835141693202,7.72703862330672,6.0375033569767,4.9594987411124,27.8116372781376,4.9594987411124,36.6381567463781,"max","max","max","min","min","min","null","peptidyl-prolyl cis-trans isomerase, putative","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"3124","PF3D7_1111900",FALSE,17.8953399541635,23.5103132161956,21.161191749427,17.436974789916,16.0236822001528,20.5118411000764,7.48663101604278,19.4232238349885,23.5103132161956,"Right",2.15692210510006,9.7776553284125,9.490295214589,7.29002053529276,32.2033799896174,34.1031837454376,36.3006228488886,36.3006228488886,7.29002053529276,40.1313492756153,"min","min","min","max","max","max","null","Josephin domain-containing protein, putative","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"3125","PF3D7_1112000",FALSE,81.5508021390374,66.9595110771581,83.4033613445378,89.8395721925134,90.2215431627196,88.6363636363636,23.2620320855615,83.4351922587217,90.2215431627196,"Mid",0.453773073884578,6.24475537075301,6.43095344731906,8.44013323376028,5.20777316794376,2.826569878968,2.3368853900127,8.44013323376028,2.3368853900127,82.2787572002095,"mid","max","max","mid","min","min","null","conserved protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"3126","PF3D7_1112100",FALSE,88.1779984721161,90.6417112299465,90.1451489686784,75.3437738731856,76.8525592055004,71.524064171123,19.1176470588235,82.1142093200917,90.6417112299465,"Right",1.28565229404828,43.0087737053433,43.7167439312591,42.1872165533835,27.7188657396695,27.6689202865534,26.4247205763097,43.7167439312591,26.4247205763097,69.1743759818467,"max","max","max","min","min","min","null","conserved Plasmodium protein, unknown function","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"3127","PF3D7_1112200",FALSE,20.8365164247517,19.9197860962567,18.5064935064935,19.9579831932773,22.8609625668449,22.8991596638655,4.39266615737204,20.8301502419149,22.8991596638655,"Mid",1.81337459544882,33.5436849851941,31.3716669424162,31.0304493326353,13.0373373058003,9.93968288635071,9.1537966764075,33.5436849851941,9.1537966764075,28.5062838191656,"max","max","max","min","min","min","COQ4","ubiquinone biosynthesis protein COQ4, putative","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"3128","PF3D7_1112300",FALSE,21.9442322383499,28.2276546982429,30.5767761650115,23.2620320855615,21.8678380443086,21.6195569136746,8.9572192513369,24.5830150241915,30.5767761650115,"Mid",1.13246739728701,16.9566731961464,16.4632745572125,14.5570268105328,29.7887133040431,26.3901657710255,26.6407236116912,29.7887133040431,14.5570268105328,30.2016058648979,"min","min","min","max","max","max","null","conserved Plasmodium protein, unknown function","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"3129","PF3D7_1112400",FALSE,46.8869365928189,52.1008403361345,53.2085561497326,52.864782276547,61.1535523300229,57.5248281130634,14.266615737204,53.9565826330532,61.1535523300229,"Mid",1.82940660722467,41.1537485215754,38.8583852267307,40.0035731516105,18.847951341781,17.8614248029014,16.5482296544036,41.1537485215754,16.5482296544036,53.5128294641299,"max","max","max","min","min","min","null","nucleic acid binding protein, putative","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"3130","PF3D7_1112500",FALSE,30.1184110007639,27.2918258212376,24.4079449961803,30.5958747135218,28.3422459893048,28.1321619556914,6.18792971734148,28.1480774127833,30.5958747135218,"Left",0.646212939508513,37.9643652759775,39.5145881114987,36.4704112972116,44.2597810123864,43.3089259975368,45.1619753336011,45.1619753336011,36.4704112972116,42.7168790364811,"min","mid","min","max","max","max","null","RNA transcription, translation and transport factor protein, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"3131","PF3D7_1112600",FALSE,47.5553857906799,44.1367456073338,43.9839572192513,30.672268907563,26.0313216195569,22.440794499618,25.1145912910619,35.8034122740005,47.5553857906799,"Mid",0.726281022771539,26.7151762587441,28.1217350205445,27.8146551549993,21.4664229454424,18.3532552642673,21.736281041063,28.1217350205445,18.3532552642673,38.6018502356432,"max","max","max","min","min","mid","null","ATPase, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"3132","PF3D7_1112700",FALSE,42.8380443086325,26.585179526356,25.6302521008403,13.7127578304049,11.5928189457601,11.3063407181054,31.5317035905271,21.9442322383499,42.8380443086325,"Right",2.41565352254945,15.4916726845641,15.9397913034493,12.9704899816515,45.4610298599416,45.4134381259368,44.4567134367822,45.4610298599416,12.9704899816515,16.7001221853727,"min","min","min","max","max","max","null","conserved Plasmodium protein, unknown function","Inactive_FC_Dif_noRNASeq_min","Inactive_FC_Dif_noRNASeq_min","Inactive_FC_Dif_noRNASeq_min","Active_FC_Dif_noRNASeq_max","Active_FC_Dif_noRNASeq_max","Active_FC_Dif_noRNASeq_max","Inactive","Inactive","Inactive","Active","Active","Active"
"3133","PF3D7_1112800",FALSE,22.4598930481283,21.8487394957983,17.8189457601222,12.5668449197861,9.83575248281131,10.790679908327,12.624140565317,15.8868092691622,22.4598930481283,"Mid",0.900968564432818,12.9462141695805,12.4780208732515,9.92737462026459,22.045401811886,20.0184247748192,20.6313648139985,22.045401811886,9.92737462026459,16.4972071914819,"min","min","min","max","max","max","null","conserved protein, unknown function","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"3134","PF3D7_1112900",FALSE,22.7081741787624,26.7761650114591,18.3346065699007,29.755538579068,25.6493506493506,24.4843391902215,11.4209320091673,24.6180290297937,29.755538579068,"Sides",0.8100366678031,27.4627925712565,30.0871169531029,23.7184536040882,28.2758233983956,21.6832665994357,19.1921237711512,30.0871169531029,19.1921237711512,23.8937860010473,"max","max","mid","max","min","min","null","conserved Plasmodium protein, unknown function","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"3135","PF3D7_1113000",FALSE,70.7219251336899,72.1161191749427,64.1711229946524,55.5767761650115,60.6569900687548,47.0015278838808,25.1145912910619,61.707410236822,72.1161191749427,"Right",0.585335499579041,35.2144981148906,35.7452074108538,34.2515937072495,30.0546270537723,30.0117950137223,27.8724449415157,35.7452074108538,27.8724449415157,21.4391691394659,"max","max","max","min","min","min","null","conserved Plasmodium protein, unknown function","Active_rescued","Active_rescued","Active_rescued","Active_rescued","Active_rescued","Active_rescued","Active","Active","Active","Active","Active","Active"
"3136","PF3D7_1113100",FALSE,89.3621084797555,91.0236822001528,94.6524064171123,93.1054239877769,89.6867838044309,93.048128342246,5.29029793735675,91.8130888719124,94.6524064171123,"Right",0.480594988479576,9.7918480570462,8.76041056537237,10.6765020493042,6.52512440779038,4.2124994542539,5.71300627945173,10.6765020493042,4.2124994542539,91.3335660673765,"max","max","max","mid","min","min","PRL","protein tyrosine phosphatase","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"3137","PF3D7_1113200",FALSE,30.9587471352177,31.4744079449962,37.4140565317036,51.1077158135982,57.92589763178,58.0022918258212,27.0435446906035,44.4805194805195,58.0022918258212,"Sides",0.576475006813741,12.580617932228,9.99396649155586,9.47351704315301,4.82702909058318,5.57815860872176,7.04414581175176,12.580617932228,4.82702909058318,53.6153779019026,"max","mid","mid","min","min","min","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"3138","PF3D7_1113300",FALSE,89.4766997708174,92.6279602750191,90.0878533231474,85.2559205500382,86.6310160427808,83.9190221543163,8.70893812070283,87.9997453526865,92.6279602750191,"Right",0.48374031407287,39.1393929028716,39.1871423248945,38.6605304995692,45.1668377238493,42.563793213118,43.5757480330372,45.1668377238493,38.6605304995692,87.048350497469,"min","min","min","max","mid","max","UGT","UDP-galactose transporter, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"3139","PF3D7_1113400",FALSE,82.3338426279603,83.4988540870894,83.0977845683728,91.0618792971734,88.8846447669977,89.9159663865546,8.72803666921314,86.4654952890247,91.0618792971734,"Left",0.755515899852005,16.2728516740224,14.2460525055141,15.0370029005139,7.41195062794099,6.11116282101294,6.24258308290418,16.2728516740224,6.11116282101294,85.8570431139815,"max","max","max","min","min","min","DSK2","ubiquitin domain-containing protein DSK2, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"3140","PF3D7_1113500",FALSE,28.1321619556914,24.3124522536287,22.6699770817418,24.5989304812834,21.1229946524064,21.5622612681436,7.00916730328495,23.7331296154826,28.1321619556914,"Sides",1.22939485610864,25.1075259764108,26.3572690864742,22.6520804365644,11.4290677744158,9.82190827181303,10.3789273624716,26.3572690864742,9.82190827181303,35.4381218362716,"max","max","max","min","min","min","null","GTP-binding protein, putative","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"3141","PF3D7_1113600",FALSE,47.192513368984,54.8892284186402,44.8624904507257,41.0618792971734,36.2299465240642,40.4316271963331,18.659281894576,44.1112808759868,54.8892284186402,"Left",0.325457765022186,16.0708205087269,17.8089107569293,16.67129224027,20.4482274482753,18.6339150360029,18.8179571547982,20.4482274482753,16.0708205087269,51.9876941874673,"min","mid","min","max","mid","mid","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"3142","PF3D7_1113700",FALSE,48.8158899923606,40.0687547746371,37.6432391138273,50.668449197861,49.9427043544691,50.9931245225363,13.3498854087089,46.3553603259486,50.9931245225363,"Left",1.21564068518256,34.7066053120007,33.7211474714588,31.8863836839002,19.697341210212,19.0078901619921,18.3562380962952,34.7066053120007,18.3562380962952,56.4561878163728,"max","max","max","min","min","min","GLO1","glyoxalase I","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"3143","PF3D7_1113800",FALSE,82.7540106951872,83.1168831168831,80.8250572956455,72.8991596638655,68.1054239877769,72.2498090145149,15.0114591291062,76.6583906289789,83.1168831168831,"Right",1.47588705120571,25.46475934642,25.8728665917182,25.4746293726068,43.7432073057556,43.406525678812,45.3154401851368,45.3154401851368,25.46475934642,83.0075056728923,"min","min","min","max","max","max","null","conserved Plasmodium membrane protein, unknown function","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"3144","PF3D7_1113900",FALSE,8.89992360580596,9.3964858670741,5.36669213139801,3.39954163483575,2.42551566080978,2.08174178762414,7.31474407944996,5.26165011459129,9.3964858670741,"Left",0.853417276864657,7.91576838774221,7.43377406503317,6.29638968924426,17.7748520630739,8.87520122583055,12.5352706455868,17.7748520630739,6.29638968924426,16.2004712864374,"min","min","min","max","min","mid","MAPK2","mitogen-activated protein kinase 2","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"3145","PF3D7_1114000",FALSE,2.05309396485867,4.35446906035141,2.27272727272727,20.5118411000764,13.1016042780749,13.5790679908327,18.4587471352177,9.31213394448689,20.5118411000764,"Left",3.01891575988546,5.50145604479625,NA,15.3387570136895,46.1058730152557,13.9347082185209,28.4430844353763,46.1058730152557,5.50145604479625,15.0768022342468,"min",NA,"min","max","min","mid","null","dynein light chain Tctex-type, putative","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"3146","PF3D7_1114100",FALSE,89.0374331550802,88.2352941176471,92.742551566081,88.7318563789152,84.3773873185638,85.1413292589763,8.36516424751719,88.0443086325439,92.742551566081,"Mid",0.464379491600421,7.80216173437022,6.91364448512439,8.92325668365103,4.99279156880911,2.67735252162537,3.71530823913549,8.92325668365103,2.67735252162537,81.5761913073835,"max","max","max","mid","min","min","ROM1","rhomboid protease ROM1","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"3147","PF3D7_1114200",FALSE,72.135217723453,69.8624904507257,57.1619556913675,90.0878533231474,85.5805958747135,83.6325439266616,32.92589763178,76.4101094983448,90.0878533231474,"Left",0.475504549956855,30.1448842124549,28.860082306377,28.0607484471277,28.7425793626993,23.8092620205877,23.7493480155352,30.1448842124549,23.7493480155352,67.6208762436725,"max","max","max","max","min","min","null","GTPase-activating protein, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"3148","PF3D7_1114300",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0581253272822,NA,NA,NA,NA,NA,NA,"null","unspecified product","Inactive_FCna_Redna","Inactive_FCna_Redna","Inactive_FCna_Redna","Inactive_FCna_Redna","Inactive_FCna_Redna","Inactive_FCna_Redna","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
