Gene ID;source_id;Product Description;Min %ile (Within Chosen Samples);Max %ile (Within Chosen Samples);P. falciparum Newbold mRNA Seq data - 0 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 8 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 16 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 24 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 32 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 40 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 48 hours - unique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 0 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 8 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 16 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 24 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 32 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 40 hours - nonunique (Pf3D7 blood stage RNAseq);P. falciparum Newbold mRNA Seq data - 48 hours - nonunique (Pf3D7 blood stage RNAseq)
PF3D7_1040000;PF3D7_1040000.1;rifin;0;8.5;1.01;0;0.52;2.35;0;0;3.4;2.01;0.87;0.91;1.94;0.55;5.03;9.38
PF3D7_1040100;PF3D7_1040100.1;rifin;0;13.2;0.59;0;0;4.1;3.21;4.36;1.98;0.67;0;0.35;1.41;0.64;1.95;1.74
PF3D7_1040200;PF3D7_1040200.1;stevor;8.8;61.9;4.77;1.28;5.46;54;16.28;8.84;6;4.72;2.74;6.4;68.07;12.23;11.35;9.27
PF3D7_1040300;PF3D7_1040300.1;rifin;3.7;43.1;1.92;5.18;8.81;15.65;2.63;5.35;1.62;1.9;3.6;6.32;11.55;1.56;3.19;4.28
PF3D7_1040400;PF3D7_1040400.1;rifin;7.4;33.5;1.04;1.69;0.53;2.43;2.86;17.44;21.06;2.07;2.71;1.56;3.26;1.13;10.38;9.29
PF3D7_1040500;PF3D7_1040500.1;rifin;0;18.9;2.6;0;1.06;7.24;5.68;3.85;8.72;5.58;4.79;6.82;11.47;3.93;10.33;10
PF3D7_1040600;PF3D7_1040600.1;rifin;0;22.4;0;1.8;2.27;0;0;6.2;13.11;2.52;2.25;1.33;1.61;1.2;5.54;10.74
PF3D7_1040700;PF3D7_1040700.1;rifin;5.2;18.9;0.49;0.53;0.99;2.27;2.67;10.88;8.21;1.11;2.25;1.75;2.35;0.53;6.07;4.34
PF3D7_1040800;PF3D7_1040800.1;rifin;0;13.6;0;1.33;0;0;3.37;0;4.14;0.35;1.06;0.74;1.48;1.33;5.61;5.02
PF3D7_1040900;PF3D7_1040900.1;rifin;0;20.1;0.58;0;0;1.36;0;2.17;11.78;0.66;0.34;0.7;1.96;1.26;10.16;9.52
PF3D7_1041000;PF3D7_1041000.1;rifin;0;12.7;0.49;0.53;0.5;4.57;2.69;0;3.3;0.56;1.13;1.47;5.66;0.53;1.63;3.28
PF3D7_1041100;PF3D7_1041100.1;rifin;0;17.1;0;1.17;0;6.32;0;8.07;7.31;1.23;3.45;0.32;2.09;0;5.86;2.82
PF3D7_1041200;PF3D7_1041200.1;rifin;0;18.1;0.49;1.06;0;6.83;0;5.45;3.29;5.54;5.36;4.97;4.94;4.24;7.71;8.71
PF3D7_1041300;PF3D7_1041300.1;erythrocyte membrane protein 1, PfEMP1;16.2;33.8;4.15;4.74;5.24;10.42;11.35;14.48;16.46;5.87;8.99;8.63;9.01;8.97;15.69;18.46
PF3D7_1100100;PF3D7_1100100.1;erythrocyte membrane protein 1, PfEMP1;25.2;51.3;9.44;12.5;14.11;14.95;10.95;21.68;29.74;10.49;14.04;15.1;10.9;10.1;19.51;20.72
PF3D7_1100200;PF3D7_1100200.1;erythrocyte membrane protein 1, PfEMP1;23.2;56.4;11.44;21.43;18.33;11.88;9.32;31.83;23.31;11.91;22.19;20.64;8.65;4.41;14.12;11.05
PF3D7_1100300;PF3D7_1100300.1;rifin;0;25.3;2.14;2.3;3.26;9.94;0;3.97;3.59;6.05;7.7;7.02;11.55;2.31;14.17;13.47
PF3D7_1100400;PF3D7_1100400.1;rifin;0;12.9;1.13;0;0;1.31;3.08;2.09;1.89;2.23;1.62;1.68;3.24;1.22;7.46;6.67
PF3D7_1100500;PF3D7_1100500.1;rifin;0;25;1.11;1.2;2.26;7.75;0;2.06;14.94;3.77;2.56;6.64;29.08;8.41;15.65;16.47
PF3D7_1100600;PF3D7_1100600.1;Plasmodium exported protein (PHISTa), unknown function, pseudogene;0;7.5;0;0.7;0;1.5;0;2.4;4.34;0.73;1.86;1.16;7.76;1.4;5.89;7.66
PF3D7_1100700;PF3D7_1100700.1;stevor, pseudogene;0;22.2;0;0;1.29;8.83;0;7.04;6.38;2.15;0.36;0.76;8.81;1.37;6.29;5.63
PF3D7_1100800;PF3D7_1100800.1;Pfmc-2TM Maurer's cleft two transmembrane protein;7.2;72.1;3.14;0.85;17.59;80.36;38.65;14.57;18.48;7.56;6.79;22.98;206.71;33.96;26.04;19.21
PF3D7_1100900;PF3D7_1100900.1;exported protein family 1, pseudogene;0;10;0.65;1.4;0.66;0;0;0;2.19;7.73;18.37;12.44;11.88;2.11;10.25;11.58
PF3D7_1101000;PF3D7_1101000.1;erythrocyte membrane protein 1 (PfEMP1), pseudogene;0;38.7;5.44;5.86;6.92;6.32;0;10.09;4.57;43.1;56.41;47.91;33.96;33.81;46.21;54.42
PF3D7_1101100;PF3D7_1101100.1;rifin;0;27.8;4.17;6.17;3.71;2.42;0;1.93;1.75;5.3;7.8;6.22;9;2.81;8.2;6.95
PF3D7_1101200;PF3D7_1101200.1;rifin;0;4.9;0;0;0;1.19;0;1.89;0;2.02;0.59;0.61;2.21;1.1;6.77;7.19
PF3D7_1101300;PF3D7_1101300.1;rifin;7.4;41;2.2;1.19;7.85;15.36;6.02;4.09;5.55;3.43;1.9;6.25;24.32;4.76;5.02;6.94
PF3D7_1101400;PF3D7_1101400.1;rifin, pseudogene;0;5.4;0.5;0;0;0;0;0;0;5.71;2.62;0.3;2.67;0;10.04;13.84
PF3D7_1101500;PF3D7_1101500.1;exported protein family 4;0;6.3;0;0.64;0;0;0;0;0;49.06;65.23;39.44;63.72;12.11;37.63;46.76
PF3D7_1101600;PF3D7_1101600.1;exported protein family 3;0;0;0;0;0;0;0;0;0;39.29;53.62;26.85;26.9;4.26;32.03;30.4
PF3D7_1101700;PF3D7_1101700.1;Pfmc-2TM Maurer's cleft two transmembrane protein;0;47.7;0.79;0;3.2;31.05;0;8.74;5.28;16;17.65;51.13;628.43;66.22;76.81;63.45
PF3D7_1101800;PF3D7_1101800.1;exported protein family 1;0;0;0;0;0;0;0;0;0;16.03;45.26;29.61;32.16;6.26;18.68;28.16
PF3D7_1101900;PF3D7_1101900.1;erythrocyte membrane protein 1 (PfEMP1), pseudogene;0;14;0;0;1.3;0;0;0;0;4.33;11.01;15.98;7.96;2.75;12.67;9.44
PF3D7_1102100;PF3D7_1102100.1;Plasmodium exported protein, unknown function, pseudogene;0;8.1;0;0;0;0;0;4.48;0;1.37;1.39;3.6;13.91;1.3;9;9.84
PF3D7_1102200;PF3D7_1102200.1;DnaJ protein, putative;4.4;10;0.32;0.35;0.33;0.75;1.76;2.39;2.16;5.64;13.52;9.98;16.67;3.47;12.25;13.1
PF3D7_1102300;PF3D7_1102300.1;Plasmodium exported protein, unknown function;9.2;40.3;6.13;5.19;7.58;3.06;4.79;9.75;5.89;5.95;6.31;8.11;2.31;6.15;10.16;10.71
PF3D7_1102400;PF3D7_1102400.1;phosphopantothenate--cysteine ligase, putative;60.9;84.9;38.06;53.46;38.73;87.82;165.82;71.61;75.98;55.54;77.98;45.11;118.1;129.61;86.82;84.99
PF3D7_1102500;PF3D7_1102500.1;Plasmodium exported protein (PHISTb), unknown function;55;87.5;133.28;162.08;74.79;115.93;44.64;43.28;50.95;168.63;233.64;118.92;151.5;69.01;54.61;51.64
PF3D7_1102600;PF3D7_1102600.1;Plasmodium exported protein, unknown function;26.2;52.2;14.07;7.22;6.14;35.83;40.3;29.83;15.76;22.37;12.74;8.4;27.03;37.65;41.08;38.73
PF3D7_1102700;PF3D7_1102700.1;early transcribed membrane protein 11.1;82.1;99.4;2433.05;2178.74;1256.17;907.31;140.8;426.3;339.5;2053.53;1951.21;1146.19;449.93;102.76;295.46;237.8
PF3D7_1102800;PF3D7_1102800.1;early transcribed membrane protein 11.2;97.5;100;47924.43;20303.73;3782.28;4794.7;996.43;4057.21;4061.4;35888.48;15743.28;3525.86;2009.11;709.03;2101.49;2064.11
PF3D7_1102900;PF3D7_1102900.1;Plasmodium exported protein (hyp11), unknown function;0;86.7;144.31;50.9;16.32;5.88;0;0;0;120.79;45.68;12.09;4.05;0.91;4.89;4.38
PF3D7_1103000;PF3D7_1103000.1;conserved Plasmodium protein, unknown function;0;42;17.83;10.67;6.05;4.61;10.83;0;6.66;12.33;11.41;7.1;6.66;2.14;6.57;5.87
PF3D7_1103100;PF3D7_1103100.1;60S acidic ribosomal protein P1, putative;87.3;97.9;496.29;679.7;617.3;1288.96;318.19;198.88;185.27;441.1;543.41;545.94;871.45;465.07;191.62;150.94
PF3D7_1103200;PF3D7_1103200.1;tRNA Glycine;0;0;0;0;0;0;0;0;0;38.14;12.94;8.94;0;0;0;5.55
PF3D7_1103300;PF3D7_1103300.1;tRNA Leucine;0;33.3;0;0;0;0;0;20.49;0;0;0;0;0;0;4.58;0
PF3D7_1103400;PF3D7_1103400.1;FeS cluster assembly protein SufD;34.3;69;25.92;17.58;17.62;29.54;74.92;26.35;21.77;19.1;11.62;13.24;23.03;47.79;19.2;17.17
PF3D7_1103500;PF3D7_1103500.1;CPW-WPC family protein;5.1;24.8;4.06;4.03;3.18;8.71;6.82;2.32;7.34;8.83;5.39;3.35;5.99;5.4;3.88;5.09
PF3D7_1103600;PF3D7_1103600.1;actin-like protein, putative;36.4;76.4;35;55.76;27.45;98.3;43.84;25.7;23.27;32.79;54.38;27.86;75.44;54.36;25.97;24.31
PF3D7_1103700;PF3D7_1103700.1;casein kinase II beta chain;88.7;94.7;171.91;190.73;148.55;484;473.91;214.41;206.63;177.74;191.6;152.62;429.74;632.49;171.27;159.2
PF3D7_1103800;PF3D7_1103800.1;CCR4-NOT transcription complex subunit 1, putative;35.8;55.1;26.87;20.32;17;37.7;34.87;22.46;25.97;21.22;16.38;14.1;33.95;34.4;22.17;24.19
PF3D7_1103900;PF3D7_1103900.1;conserved Plasmodium protein, unknown function;16.9;83.9;14.7;34.83;20.94;150.35;32.14;76.35;9.88;9.98;32.17;26.33;69.16;28.59;29.23;17.43
PF3D7_1104000;PF3D7_1104000.1;phenylalanine--tRNA ligase beta subunit;78.1;91.6;96.98;144.09;165.29;234.95;300.21;107.28;119.74;88.91;147.2;178.58;225.37;219.68;113.02;124.01
PF3D7_1104100;PF3D7_1104100.1;syntaxin, Qa-SNARE family;76.2;94.6;359.85;297.3;154.58;199.68;123.12;97.16;100.31;305.82;264.25;133.21;159.43;137.53;99.37;96.63
PF3D7_1104200;PF3D7_1104200.1;chromatin remodeling protein;59.8;90.8;153.54;180.5;175.1;83.14;60.75;49.76;60.94;136.37;160.67;160.07;76.6;65.56;57.15;53.57
PF3D7_1104300;PF3D7_1104300.1;conserved Plasmodium protein, unknown function;33.2;70.8;19.95;9.63;5.04;31.17;80.27;42.04;43.44;22.39;15.63;9.53;35.79;72.61;47.87;48.25
PF3D7_1104400;PF3D7_1104400.1;thioredoxin-like mero protein;91.9;97.1;244.47;283.16;358.35;458.61;785.42;676.2;634.05;262.79;331.73;395.6;409.97;856.39;655.23;655.86
PF3D7_1104500;PF3D7_1104500.1;WD repeat-containing protein, putative;5.4;19.1;2.54;4.26;1.44;1.31;6.18;8.39;4.75;4.48;5.21;2.02;2.58;6.72;4.68;4.82
PF3D7_1104600;PF3D7_1104600.1;radial spoke head protein, putative;5.2;22;0.85;0.3;0.58;5.92;3.09;12.6;6.66;4.64;4.08;4.22;5.3;3.67;9.15;9.02
PF3D7_1104700;PF3D7_1104700.1;DNA-directed RNA polymerase III subunit RPC8, putative;22.5;79.1;6.82;6.3;14.88;111.03;63.94;57.86;75.33;14.34;39.86;58.78;187.19;110.59;85.6;98.22
PF3D7_1104700;PF3D7_1104700.2;DNA-directed RNA polymerase III subunit RPC8, putative;22.5;79.1;6.82;6.3;14.88;111.03;63.94;57.86;75.33;14.34;39.86;58.78;187.19;110.59;85.6;98.22
PF3D7_1104800;PF3D7_1104800.1;metabolite/drug transporter, putative;74.1;95.5;68.46;85.48;218.34;576.78;269.37;211.92;247.61;69.57;86.9;210.1;482.37;262.92;118.86;125.03
PF3D7_1104900;PF3D7_1104900.1;calcium/calmodulin-dependent protein kinase, putative;14.5;71.4;29.24;40.45;7.44;5.23;9.22;76.76;78.21;23.54;29.47;5.97;3.83;7.78;72.67;68.82
PF3D7_1105000;PF3D7_1105000.1;histone H4;98.8;100;21670.35;4341.72;1555.36;38705;84945.56;130084.19;129152.75;17653.16;4314.16;1699.31;12961.98;39301.32;59084.44;57935.93
PF3D7_1105100;PF3D7_1105100.1;histone H2B;99.7;99.9;25210.33;11847.48;7948.27;5030.75;21271.22;17856.29;17303.83;18864.83;7904.44;5518.6;3585.05;16198.44;12667.3;12308.89
PF3D7_1105200;PF3D7_1105200.1;WD repeat-containing protein WRAP73, putative;5.3;40.1;1.57;0.42;0.4;5.48;19.33;26.23;18.48;4;2.04;2.58;6.04;10.61;17.57;15.13
PF3D7_1105300;PF3D7_1105300.1;conserved Plasmodium protein, unknown function;66.3;88.1;124.18;87.82;32.48;68.4;113.14;192.41;193.53;112.44;83.15;30.22;85.84;206.11;335.5;334.57
PF3D7_1105400;PF3D7_1105400.1;40S ribosomal protein S4, putative;92.2;98.8;964.97;1079.02;1471.27;1563.87;1004.04;281.32;282.84;953.31;1042.56;1566.71;1817.06;1017.08;334.31;368.55
PF3D7_1105500;PF3D7_1105500.1;centrin-4;50.6;81;25.43;37.67;16.18;39.42;133.24;110.08;124.62;41.37;37.23;13.92;37.14;182.07;99.21;91.08
PF3D7_1105600;PF3D7_1105600.1;translocon component PTEX88;85.1;96.5;517.55;573.57;524.55;505.41;178.03;163.4;158.23;596.35;671.69;538.94;512.82;221.25;163.24;162.3
PF3D7_1105700;PF3D7_1105700.1;tRNA-splicing ligase RtcB, putative;61.1;88.8;38.47;56.53;43.91;223.14;82.54;93.36;99.05;65.29;91.52;81.35;162.6;97.12;84;83.11
PF3D7_1105800;PF3D7_1105800.1;conserved Apicomplexan protein, unknown function;92.6;96.7;410.98;370.58;481.47;528.46;735.19;291.25;311.95;332.93;315.72;417.36;440.84;446.28;240.94;261.5
PF3D7_1105900;PF3D7_1105900.1;conserved Plasmodium membrane protein, unknown function;0;29.7;0;0;0;9.56;14.98;0;0;1.55;4.74;3.27;11.84;13.33;3.41;4.06
PF3D7_1106000;PF3D7_1106000.1;RuvB-like helicase 2;53.2;89.9;109.52;141.05;138.74;242.12;188.4;39.78;47.61;118.51;161.22;157.29;285.52;182.88;64.09;72.91
PF3D7_1106100;PF3D7_1106100.1;apicoplast ribosomal protein S15 precursor, putative;34.5;70;12.83;14.54;8.93;25.11;77.5;50.09;34.02;23.68;15.94;11.69;38.89;58.36;46.98;61.52
PF3D7_1106200;PF3D7_1106200.1;conserved Plasmodium protein, unknown function;37.6;62.1;26.73;11.23;9.79;37.28;58.44;34.7;38.61;25.55;13.39;9.41;60.82;73.64;44.95;51.88
PF3D7_1106300;PF3D7_1106300.1;exonuclease, putative;32.1;65.9;14.9;8.83;4.8;62.92;58.37;45.14;34.21;21.36;12.01;10.08;68.56;85.86;63.57;60.53
PF3D7_1106400;PF3D7_1106400.1;conserved Plasmodium protein, unknown function;10.1;53.8;3.12;1.68;1.59;10.86;42.58;11.56;26.17;7.05;4.49;1.86;10.47;33.67;29.69;25.39
PF3D7_1106500;PF3D7_1106500.1;conserved Plasmodium protein, unknown function;16.2;48.4;6.04;13.5;11.65;21.58;5.91;10.7;9.39;7.14;15;13.56;21.08;11.49;11.65;14.56
PF3D7_1106600;PF3D7_1106600.1;DEAD/DEAH box helicase, putative;12.8;47.8;10.68;7.47;11.29;21.28;17.44;7.72;7.46;8.08;7.67;9.11;17.32;11.99;8.27;7.81
PF3D7_1106700;PF3D7_1106700.1;DNA replication ATP-dependent helicase/nuclease DNA2, putative;33.2;62.9;20.63;38.69;22.44;39.68;35;20.45;20.91;20.22;31.75;20.92;42.52;30.17;21.07;20.42
PF3D7_1106800;PF3D7_1106800.1;protein kinase, putative;38.1;68.9;15.05;29.8;37.79;45.14;53.74;27.01;28.54;14.97;25.44;35.86;44.57;34.88;26.24;26.16
PF3D7_1106900;PF3D7_1106900.1;conserved Plasmodium protein, unknown function;0;38.5;0;4.65;0;5.01;23.58;4;0;1.83;8.7;2.58;9.32;8.16;10.72;6.39
PF3D7_1107000;PF3D7_1107000.1;U6 snRNA-associated Sm-like protein LSm4, putative;36.7;86.4;17.22;10.82;56.97;123.45;86.3;170.38;125.38;34.92;30.58;74.55;141.95;193.85;136.75;104.21
PF3D7_1107100;PF3D7_1107100.1;nucleic acid binding protein, putative;43;86.5;136.79;44.66;22.05;25.9;174.25;171.06;152.85;102.6;33.15;16.81;17.38;74.9;108.97;113.27
PF3D7_1107200;PF3D7_1107200.1;conserved protein, unknown function;43.1;73.6;32.42;45.64;31.96;86.05;71.17;42.62;29.16;33.22;49.99;35.82;89.23;153.64;49.92;42.18
PF3D7_1107300;PF3D7_1107300.1;polyadenylate-binding protein-interacting protein 1, putative;37.5;82.9;75.92;105.72;87.88;39.26;41.23;25.14;24.24;63.73;83.16;69.27;30.78;26.87;19.52;19.03
PF3D7_1107400;PF3D7_1107400.1;DNA repair protein RAD51;61.8;87.7;89.32;36.36;32.24;119.51;201.56;88.62;104.69;87.55;36.79;34.41;83.77;231.74;67.55;69.26
PF3D7_1107500;PF3D7_1107500.1;prefoldin, putative;17.3;78.2;4.67;26.43;10.7;105.93;44.71;17.34;11.78;11.24;34.32;24.42;80.22;90.9;28.07;16.45
PF3D7_1107600;PF3D7_1107600.1;conserved Plasmodium protein, unknown function;0;16.7;1.11;3.43;0.65;3.33;0;2.36;2.14;1.17;2.56;0.47;1.76;0.69;1.71;2.71
PF3D7_1107700;PF3D7_1107700.1;pescadillo homolog;46.9;93.1;241.72;295.09;229.28;193.44;100.57;32.55;43.75;179.51;223.97;181.48;171.76;111.32;38.22;39.21
PF3D7_1107800;PF3D7_1107800.1;AP2 domain transcription factor, putative;55.7;91.7;56.31;77.61;194.53;98.23;45.76;105.37;109.16;49.05;67.15;175.04;100.58;40.38;99.49;98.43
PF3D7_1107900;PF3D7_1107900.1;mechanosensitive ion channel protein, putative;15;21.7;5.13;3.03;2.56;6.08;6.05;8.58;10.47;5.92;3.88;3;3.14;4.35;9.75;8.57
PF3D7_1108000;PF3D7_1108000.1;IWS1-like protein, putative;47.6;87.9;118.85;139.74;126.82;91.59;47.28;33.28;33.37;97.51;109.59;96.97;61.52;38.77;28.66;27.06
PF3D7_1108100;PF3D7_1108100.1;conserved Plasmodium protein, unknown function;12.4;73.8;50.73;42.59;6.64;6.5;2.91;82.98;87.68;44.75;39.64;7.79;6.84;6.76;84.5;80
PF3D7_1108200;PF3D7_1108200.1;D-tyrosyl-tRNA(Tyr) deacylase;51.1;87.4;102.74;134.45;123.67;120.7;90.58;36.88;51.96;86.87;116.43;101.57;112.97;64.46;44.85;44.2
PF3D7_1108300;PF3D7_1108300.1;pterin-4a-carbinolamine dehydratase;42.4;76.6;77.64;49.08;44.66;66.7;27.68;37.57;28.35;63.02;46.66;30.23;46.19;21.88;13.98;21.26
PF3D7_1108400;PF3D7_1108400.1;casein kinase 2, alpha subunit;90.5;99;218.09;217.94;198.2;744.03;1995.82;380.36;413.76;341.6;354.92;343.96;1025.67;1650.64;535.74;496.38
PF3D7_1108500;PF3D7_1108500.1;succinyl-CoA synthetase alpha subunit, putative;45.8;91.4;32.23;18.55;10.18;64.59;288.6;226.77;252.07;58.48;24;17.25;70.17;273.81;206.72;204.63
PF3D7_1108600;PF3D7_1108600.1;endoplasmic reticulum-resident calcium binding protein;91.6;98.2;459.94;249.4;280.41;666.37;1213.67;941.57;1020.13;497.94;296.32;374.87;822.72;1419.31;1134.8;1076.86
PF3D7_1108700;PF3D7_1108700.1;heat shock protein J2;73.7;93.1;90.97;70.04;87.09;285.09;353.63;271.23;311.31;195.19;173.67;164.54;372.86;426.3;367.91;384.93
PF3D7_1108800;PF3D7_1108800.1;conserved Plasmodium protein, unknown function;8.4;44.7;3.51;6.29;2.38;2.72;25.55;30.34;15.7;5.95;8.75;4.88;4.49;13.89;13.55;11.25
PF3D7_1108900;PF3D7_1108900.1;tetratricopeptide repeat protein, putative;20.2;88.3;80.53;154.01;133.53;62.1;19.33;11.66;18.48;56.45;103.17;94.05;54.88;33.96;13.34;15.72
PF3D7_1109000;PF3D7_1109000.1;small nucleolar RNA snoR07;0;93.3;56.75;138.91;84;383.74;253.81;0;34.67;52.54;89.13;58.52;170.9;144.93;34.19;49.69
PF3D7_1109100;PF3D7_1109100.1;conserved Plasmodium protein, unknown function;8.2;13.5;2.98;2.54;0.63;2.89;1.36;4.61;5.01;3.51;3.65;1.41;3.64;1.61;3.91;4.97
PF3D7_1109200;PF3D7_1109200.1;conserved Plasmodium protein, unknown function;11.3;38.3;10.86;9.66;6.73;10.98;2.58;15.77;9.52;9.89;7.89;4.79;7.94;5.61;5.48;4.9
PF3D7_1109300;PF3D7_1109300.1;small nucleolar RNA snR61/Z1/Z11;0;64.9;0;43.31;8.18;0;0;0;0;0;32.42;4.8;3.86;0;13.32;11.92
PF3D7_1109400;PF3D7_1109400.1;essential nuclear protein 1, putative;80.6;94;287.81;294.71;183.38;443.11;186.97;147;121.93;338.64;357.21;243.54;434.96;193.8;125.79;119.91
PF3D7_1109500;PF3D7_1109500.1;small nucleolar RNA snoR09;0;57.4;0;6.93;0;44.86;0;0;43.23;10.92;14.82;0;40.15;6.95;5.33;28.6
PF3D7_1109600;PF3D7_1109600.1;small nucleolar RNA SNORD127;56.3;91.4;65.88;184.49;100.57;290.99;144.06;122.21;44.27;78.28;125.21;78.67;132.85;49.83;49.13;9.76
PF3D7_1109700;PF3D7_1109700.1;small nucleolar RNA snoR11;0;31.2;10.78;5.8;0;12.52;14.73;9.99;9.05;25.91;17.07;3.22;12.93;5.82;6.7;15.97
PF3D7_1109800;PF3D7_1109800.1;small nucleolar RNA snoR12;0;48.3;19.3;6.93;0;14.95;35.17;23.87;21.62;10.92;44.46;0;21.62;20.85;21.32;23.83
PF3D7_1109900;PF3D7_1109900.1;60S ribosomal protein L36;95.8;99.7;3129.42;3836.08;3055.03;2411.07;1128.7;490.69;482.36;2370.96;2933.79;2406.62;2480.56;1092.82;507.84;454.15
PF3D7_1110000;PF3D7_1110000.1;conserved Plasmodium protein, unknown function;22;89.5;6.59;14.19;11.17;61.26;240.1;146.65;95.92;43.49;20.24;14.42;120.2;208.82;129.18;105.76
PF3D7_1110100;PF3D7_1110100.1;conserved Plasmodium protein, unknown function;51.8;84.8;47.77;64.59;46.87;53.28;39.81;147.79;154.73;63.62;77.47;56.01;72.09;74.99;186.68;185.04
PF3D7_1110200;PF3D7_1110200.1;pre-mRNA-processing factor 6, putative;48;85.8;133.9;133.59;108.23;77.42;61.43;33.56;39.6;113.9;112.32;89.84;72.97;51.68;33.72;31.48
PF3D7_1110300;PF3D7_1110300.1;conserved Plasmodium protein, unknown function;49.9;88.2;97.71;120.27;59.33;209.95;58.35;45.69;35.86;106.38;114.43;68.63;175.42;62.99;44.22;37.72
PF3D7_1110400;PF3D7_1110400.1;RNA-binding protein, putative;48.5;91.3;210.53;229.13;184.25;106.21;76.55;36.91;34.25;163.79;184.42;154.73;93.23;49.5;29.21;27.66
PF3D7_1110500;PF3D7_1110500.1;vacuolar protein sorting-associated protein 35, putative;62.8;78.4;74.06;38.67;34.59;64.91;116.61;83.64;93.23;64.37;34.66;30.65;78.85;151.23;103.02;106.91
PF3D7_1110600;PF3D7_1110600.1;mitochondrial ribosomal protein L11 precursor, putative;18.6;58;19.35;5.48;4.15;7.1;50.1;30.22;37.64;29.96;12.9;10.34;22.98;75.92;47.24;58.85
PF3D7_1110700;PF3D7_1110700.1;actin-like protein, putative;30.8;91.7;34.15;13.47;4.41;23.48;173.52;269.41;210.07;52.79;29.08;9.48;24.01;191.76;219.95;214.87
PF3D7_1110800;PF3D7_1110800.1;conserved Plasmodium protein, unknown function;7;53.5;6.32;1.94;1.84;2.1;19.73;40.17;24.25;8.68;5.72;2.15;3.03;10.73;35.14;34.1
PF3D7_1110900;PF3D7_1110900.1;ES2 protein, putative;26.3;78.3;84.54;82.25;49.89;36.53;30.92;23.32;15.84;70.76;73.3;39.59;26.86;25.81;16.14;17.7
PF3D7_1111000;PF3D7_1111000.1;tRNA m5C-methyltransferase, putative;32;59.6;22;23.02;17.91;48.95;18.9;31.48;20.06;40.54;55.38;37.53;89.78;43.47;26.3;26.08
PF3D7_1111100;PF3D7_1111100.1;replication factor C subunit 5, putative;35.2;91.4;24.48;10.1;12.72;156.17;290.39;104.33;96.24;33.88;16.8;15.24;155.77;215.52;101.4;101.48
PF3D7_1111200;PF3D7_1111200.1;conserved protein, unknown function;19.5;59.2;23.28;27.39;21.51;34.89;6.7;18.18;12.35;20.97;25.76;17.74;44.57;16.22;10.15;8.4
PF3D7_1111300;PF3D7_1111300.1;protein transport protein BOS1, putative;34.3;63.5;24.51;34.53;27.51;17.53;44.67;46.63;35.9;25.96;36.92;27.39;25.65;42.11;33.85;33.06
PF3D7_1111400;PF3D7_1111400.1;conserved Plasmodium protein, unknown function;47.1;85.7;22.18;31.16;15.7;165.9;163.44;128.8;165.26;51.29;61.1;21.3;176.41;169.86;183.77;195.07
PF3D7_1111500;PF3D7_1111500.1;acylphosphatase, putative;28.9;80.5;11.22;7.55;12.84;107.56;130.3;78.02;84.8;49.18;52.49;28.46;158.87;156.05;74.35;87.26
PF3D7_1111600;PF3D7_1111600.1;endonuclease/exonuclease/phosphatase family protein, putative;10.7;24.8;2.94;1.84;1.99;8.53;8.02;8.17;14.8;5.4;2.68;1.9;5.4;9.52;10.95;11.6
PF3D7_1111700;PF3D7_1111700.1;conserved Plasmodium protein, unknown function;26;65.2;26.4;44.12;19.22;38.62;34.83;15.2;28.29;25.23;47.05;17.25;46.98;48.93;24.13;28.66
PF3D7_1111800;PF3D7_1111800.1;peptidyl-prolyl cis-trans isomerase, putative;23.3;63.9;43.01;31.98;19.28;9.52;33.59;26.59;25.8;31.29;23;14.06;7.37;23.24;18.66;18.21
PF3D7_1111900;PF3D7_1111900.1;Josephin domain-containing protein, putative;10.8;62.4;16.92;6.63;0.78;32.18;58.86;31.38;18.09;19.58;11.07;4.59;32.12;68.14;56.07;47.3
PF3D7_1112000;PF3D7_1112000.1;conserved protein, unknown function;81.4;96.6;99.88;123.71;83.86;255.39;696.14;370.52;570.49;217.55;218.58;166.96;332.07;580.06;459.25;488.4
PF3D7_1112100;PF3D7_1112100.1;conserved Plasmodium protein, unknown function;29.4;62.8;11.18;7.74;4.07;14.63;37.65;44.51;55.49;16.34;9.6;3.58;15.65;38.41;56.39;65.52
PF3D7_1112200;PF3D7_1112200.1;ubiquinone biosynthesis protein COQ4, putative;27.9;61;15.36;7.17;5.21;33.33;55.98;37.99;34.41;19.99;8.26;7.03;43.26;66.94;59.81;58.04
