Gene ID;source_id;Product Description;Min %ile (Within Chosen Samples);Max %ile (Within Chosen Samples)
PF3D7_1020400;PF3D7_1020400.1;rRNA (cytosine-C(5))-methyltransferase, putative;28;71.5
PF3D7_1020500;PF3D7_1020500.1;ribosomal silencing factor RsfS, putative;29.4;60
PF3D7_1020600;PF3D7_1020600.1;conserved Plasmodium membrane protein, unknown function;24.2;55.3
PF3D7_1020700;PF3D7_1020700.1;N-acetyltransferase, GNAT family, putative;27.4;77.3
PF3D7_1020800;PF3D7_1020800.1;dihydrolipoamide acyltransferase component E2;20.4;50
PF3D7_1020900;PF3D7_1020900.1;ADP-ribosylation factor;84.2;97.9
PF3D7_1021000;PF3D7_1021000.1;conserved protein, unknown function;28.3;73
PF3D7_1021100;PF3D7_1021100.1;conserved Plasmodium protein, unknown function;39.8;65.2
PF3D7_1021200;PF3D7_1021200.1;conserved Plasmodium protein, unknown function;34.9;78.5
PF3D7_1021300;PF3D7_1021300.1;apicoplast integral membrane protein, putative;17.1;79.6
PF3D7_1021400;PF3D7_1021400.1;endomembrane protein 70, putative;58;82.5
PF3D7_1021500;PF3D7_1021500.1;ATP-dependent RNA helicase ROK1, putative;50.3;79.2
PF3D7_1021600;PF3D7_1021600.1;deoxyribose-phosphate aldolase, putative;57;88.9
PF3D7_1021700;PF3D7_1021700.1;conserved Plasmodium membrane protein, unknown function;51.3;90.4
PF3D7_1021800;PF3D7_1021800.1;schizont egress antigen-1;37.7;95.7
PF3D7_1021900;PF3D7_1021900.1;PHAX domain-containing protein, putative;59.8;98.3
PF3D7_1022000;PF3D7_1022000.1;RNA-binding protein, putative;48.8;85.6
PF3D7_1022100;PF3D7_1022100.1;methyltransferase, putative;29.6;88.3
PF3D7_1022200;PF3D7_1022200.1;conserved Plasmodium membrane protein, unknown function;22.8;72.4
PF3D7_1022300;PF3D7_1022300.1;ZIP domain-containing protein, putative;10.2;44.8
PF3D7_1022400;PF3D7_1022400.1;serine/arginine-rich splicing factor 4;88.5;97.8
PF3D7_1022500;PF3D7_1022500.1;citrate synthase, mitochondrial, putative;29.2;78.9
PF3D7_1022600;PF3D7_1022600.1;kelch protein K10;40.8;88.4
PF3D7_1022700;PF3D7_1022700.1;phospholipid scramblase, putative;16.3;85.9
PF3D7_1022800;PF3D7_1022800.1;4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin), putative;21.5;80.1
PF3D7_1022900;PF3D7_1022900.1;CDGSH iron-sulfur domain-containing protein, putative;18.4;71
PF3D7_1023000;PF3D7_1023000.1;conserved Plasmodium membrane protein, unknown function;31.8;88.7
PF3D7_1023100;PF3D7_1023100.1;dynein heavy chain, putative;8;15.1
PF3D7_1023200;PF3D7_1023200.1;orotidine 5'-phosphate decarboxylase;43.6;86.8
PF3D7_1023300;PF3D7_1023300.1;conserved protein, unknown function;18.3;77.5
PF3D7_1023400;PF3D7_1023400.1;HORMA domain protein, putative;37.1;70
PF3D7_1023500;PF3D7_1023500.1;conserved Plasmodium protein, unknown function;31.6;63.7
PF3D7_1023600;PF3D7_1023600.1;conserved protein, unknown function;22.9;41.7
PF3D7_1023700;PF3D7_1023700.1;conserved Plasmodium protein, unknown function;7.2;15.5
PF3D7_1023800;PF3D7_1023800.1;conserved Plasmodium protein, unknown function;9;31.8
PF3D7_1023900;PF3D7_1023900.1;chromodomain-helicase-DNA-binding protein 1 homolog, putative;93;97.4
PF3D7_1024000;PF3D7_1024000.1;conserved Plasmodium protein, unknown function;56.5;80.9
PF3D7_1024100;PF3D7_1024100.1;conserved Plasmodium protein, unknown function;21.4;47.2
PF3D7_1024200;PF3D7_1024200.1;RNA-binding protein, putative;10.3;52.2
PF3D7_1024300;PF3D7_1024300.1;ATP synthase-associated protein, putative;26.2;88.4
PF3D7_1024400;PF3D7_1024400.1;conserved Plasmodium protein, unknown function;14.9;38.8
PF3D7_1024500;PF3D7_1024500.1;conserved Plasmodium protein, unknown function;11.5;65.3
PF3D7_1024600;PF3D7_1024600.1;RAP protein, putative;23.4;39
PF3D7_1024700;PF3D7_1024700.1;conserved protein, unknown function;14.7;70.6
PF3D7_1024800;PF3D7_1024800.1;exported protein 3;88;97.3
PF3D7_1024900;PF3D7_1024900.1;conserved Plasmodium protein, unknown function;18.9;45.1
PF3D7_1025000;PF3D7_1025000.1;EF-hand calcium-binding domain-containing protein, putative;74.7;94.8
PF3D7_1025100;PF3D7_1025100.1;glutamine--fructose-6-phosphate aminotransferase [isomerizing], putative;41.9;72.3
PF3D7_1025200;PF3D7_1025200.1;ATP synthase mitochondrial F1 complex assembly factor 2, putative;13.2;38.7
PF3D7_1025300;PF3D7_1025300.1;conserved protein, unknown function;14.5;51.3
PF3D7_1025400;PF3D7_1025400.1;conserved Plasmodium membrane protein, unknown function;12.5;77.4
PF3D7_1025500;PF3D7_1025500.1;conserved Plasmodium protein, unknown function;15.3;27.6
PF3D7_1025600;PF3D7_1025600.1;cytochrome c oxidase copper chaperone, putative;13.2;90.5
PF3D7_1025700;PF3D7_1025700.1;conserved protein, unknown function;16.1;81.6
PF3D7_1025800;PF3D7_1025800.1;conserved protein, unknown function;35.2;86.3
PF3D7_1025900;PF3D7_1025900.1;conserved protein, unknown function;26;91.5
PF3D7_1026000;PF3D7_1026000.1;conserved Plasmodium protein, unknown function;91.7;98.5
PF3D7_1026100;PF3D7_1026100.1;conserved Plasmodium protein, unknown function;42.2;79.6
PF3D7_1026200;PF3D7_1026200.1;conserved protein, unknown function;8.3;44.1
PF3D7_1026300;PF3D7_1026300.1;conserved Plasmodium protein, unknown function;16.7;48.2
PF3D7_1026400;PF3D7_1026400.1;cell division cycle protein 20 homolog, putative;17.9;43.4
PF3D7_1026500;PF3D7_1026500.1;conserved Plasmodium protein, unknown function;20.6;92.8
PF3D7_1026600;PF3D7_1026600.1;conserved Plasmodium protein, unknown function;42.3;99.5
PF3D7_1026800;PF3D7_1026800.1;40S ribosomal protein S2;93.2;98.7
PF3D7_1026900;PF3D7_1026900.1;biotin--protein ligase 1;12.4;41.1
PF3D7_1027000;PF3D7_1027000.1;conserved Plasmodium protein, unknown function;17;34.8
PF3D7_1027100;PF3D7_1027100.1;U3 small nucleolar ribonucleoprotein protein MPP10, putative;56;92.2
PF3D7_1027200;PF3D7_1027200.1;mitochondrial ribosomal protein S22 precursor, putative;20.4;59.7
PF3D7_1027300;PF3D7_1027300.1;peroxiredoxin;84.4;99.9
PF3D7_1027400;PF3D7_1027400.1;DNA-directed RNA polymerase II subunit RPB7, putative;51.9;78.8
PF3D7_1027500;PF3D7_1027500.1;conserved Plasmodium protein, unknown function;11.9;53.3
PF3D7_1027600;PF3D7_1027600.1;meiotic recombination protein SPO11-2, putative;17.2;37.4
PF3D7_1027700;PF3D7_1027700.1;centrin-3;42.8;89.4
PF3D7_1027700;PF3D7_1027700.2;centrin-3;42.8;89.4
PF3D7_1027800;PF3D7_1027800.1;60S ribosomal protein L3;93.7;99
PF3D7_1027900;PF3D7_1027900.1;palmitoyltransferase DHHC10, putative;30.9;47.2
PF3D7_1028000;PF3D7_1028000.1;methyltransferase, putative;24;81.4
PF3D7_1028100;PF3D7_1028100.1;protoporphyrinogen oxidase;10.5;30.8
PF3D7_1028200;PF3D7_1028200.1;RING zinc finger protein, putative;33;89.7
PF3D7_1028300;PF3D7_1028300.1;rRNA-processing protein EBP2, putative;44.5;88.1
PF3D7_1028400;PF3D7_1028400.1;nucleolar preribosomal assembly protein, putative;56.2;89.3
PF3D7_1028500;PF3D7_1028500.1;partial CSTF domain-containing protein, putative;64.2;79.7
PF3D7_1028600;PF3D7_1028600.1;conserved Plasmodium protein, unknown function;33.9;89
PF3D7_1028700;PF3D7_1028700.1;merozoite TRAP-like protein;28.1;98.7
PF3D7_1028800;PF3D7_1028800.1;conserved protein, unknown function;24.6;74.8
PF3D7_1028900;PF3D7_1028900.1;inner membrane complex protein 1m, putative;11;79.5
PF3D7_1029000;PF3D7_1029000.1;conserved Plasmodium protein, unknown function, pseudogene;9.6;32.1
PF3D7_1029100;PF3D7_1029100.1;conserved Plasmodium protein, unknown function;8.7;39.5
PF3D7_1029100;PF3D7_1029100.2;conserved Plasmodium protein, unknown function;8.7;39.5
PF3D7_1029200;PF3D7_1029200.1;WD repeat-containing protein, putative;21.3;78.7
PF3D7_1029300;PF3D7_1029300.1;conserved protein, unknown function;21;66.6
PF3D7_1029400;PF3D7_1029400.1;LEM3/CDC50 family protein, putative;63.7;71.5
PF3D7_1029500;PF3D7_1029500.1;conserved Plasmodium protein, unknown function;9.7;30.3
PF3D7_1029600;PF3D7_1029600.1;adenosine deaminase;76.6;97.7
PF3D7_1029700;PF3D7_1029700.1;conserved Plasmodium protein, unknown function;8.1;17.8
PF3D7_1029800;PF3D7_1029800.1;heptatricopeptide repeat and RAP domain-containing protein, putative;16.4;61.8
PF3D7_1029900;PF3D7_1029900.1;conserved Plasmodium protein, unknown function;21;93.9
PF3D7_1030000;PF3D7_1030000.1;transcription elongation factor SPT4, putative;70.7;89.5
PF3D7_1030100;PF3D7_1030100.1;pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative;63.2;78.1
PF3D7_1030200;PF3D7_1030200.1;claudin-like apicomplexan microneme protein, putative;18;89.8
PF3D7_1030300;PF3D7_1030300.1;conserved Plasmodium protein, unknown function;61.1;92.2
PF3D7_1030400;PF3D7_1030400.1;conserved protein, unknown function;21.7;51.7
PF3D7_1030500;PF3D7_1030500.1;26S proteasome regulatory subunit RPN9, putative;62.9;85.2
PF3D7_1030600;PF3D7_1030600.1;tRNA N6-adenosine threonylcarbamoyltransferase;46.5;80.9
PF3D7_1030700;PF3D7_1030700.1;RNA methyltransferase, putative;25.5;69.1
PF3D7_1030800;PF3D7_1030800.1;calmodulin, putative;28.1;86.6
PF3D7_1030900;PF3D7_1030900.1;ookinete surface protein P28;14.9;47.3
PF3D7_1031000;PF3D7_1031000.1;ookinete surface protein P25;46.5;85.5
PF3D7_1031100;PF3D7_1031100.1;conserved Plasmodium protein, unknown function;22.2;50.8
PF3D7_1031200;PF3D7_1031200.1;MORN repeat-containing protein 1;19.5;88.2
PF3D7_1031300;PF3D7_1031300.1;conserved Plasmodium protein, unknown function;55.6;72.1
PF3D7_1031400;PF3D7_1031400.1;OTU-like cysteine protease;23.4;79.5
PF3D7_1031400;PF3D7_1031400.2;OTU-like cysteine protease;23.4;79.5
PF3D7_1031500;PF3D7_1031500.1;DEAD/DEAH box helicase, putative;49.7;66.4
PF3D7_1031600;PF3D7_1031600.1;conserved Plasmodium protein, unknown function;70.2;90.4
PF3D7_1031700;PF3D7_1031700.1;protein phosphatase inhibitor 3;54.9;79.2
PF3D7_1031800;PF3D7_1031800.1;conserved protein, unknown function;16.1;72.8
PF3D7_1031900;PF3D7_1031900.1;conserved Plasmodium protein, unknown function;17.3;30.9
PF3D7_1032000;PF3D7_1032000.1;ribosome maturation factor RimM, putative;33.9;68.2
PF3D7_1032100;PF3D7_1032100.1;mRNA-decapping enzyme subunit 1, putative;68.3;88.4
PF3D7_1032200;PF3D7_1032200.1;conserved Plasmodium protein, unknown function;18.3;45.7
PF3D7_1032300;PF3D7_1032300.1;conserved protein, unknown function;18.3;49.9
PF3D7_1032400;PF3D7_1032400.1;phosphatidylinositol N-acetylglucosaminyltransferase subunit A, putative;15.3;69.8
PF3D7_1032500;PF3D7_1032500.1;DER1-like protein, putative;55.2;83.6
PF3D7_1032600;PF3D7_1032600.1;conserved protein, unknown function;17.3;45.4
PF3D7_1032700;PF3D7_1032700.1;conserved Plasmodium protein, unknown function;71.5;83.8
PF3D7_1032800;PF3D7_1032800.1;leucine-rich repeat protein;24.3;59.5
PF3D7_1032900;PF3D7_1032900.1;RNA polymerase II-associated protein 1, putative;18.3;61.9
PF3D7_1033000;PF3D7_1033000.1;heptatricopeptide repeat-containing protein HPR1, putative;32.9;60.4
PF3D7_1033100;PF3D7_1033100.1;S-adenosylmethionine decarboxylase/ornithine decarboxylase;96.5;98.5
PF3D7_1033200;PF3D7_1033200.1;early transcribed membrane protein 10.2;78.8;97.7
PF3D7_1033300;PF3D7_1033300.1;conserved protein, unknown function;39.4;82.9
PF3D7_1033400;PF3D7_1033400.1;haloacid dehalogenase-like hydrolase;80.8;98.7
PF3D7_1033500;PF3D7_1033500.1;WD repeat-containing protein 70, putative;59.8;71.5
PF3D7_1033600;PF3D7_1033600.1;pre-mRNA-splicing factor CEF1, putative;75.9;87.6
PF3D7_1033700;PF3D7_1033700.1;bromodomain protein 1;69.9;82.9
PF3D7_1033800;PF3D7_1033800.1;plasmepsin VII;9.9;31.5
PF3D7_1033900;PF3D7_1033900.1;ubiquitin-conjugating enzyme E2, putative;28;78.5
PF3D7_1034000;PF3D7_1034000.1;Sec1 family protein, putative;49.2;64.2
PF3D7_1034100;PF3D7_1034100.1;conserved protein, unknown function;0;32.7
PF3D7_1034200;PF3D7_1034200.1;ribosomal protein L27, putative;15.7;37.5
PF3D7_1034300;PF3D7_1034300.1;thioredoxin-like associated protein 2, putative;7;19.1
PF3D7_1034400;PF3D7_1034400.1;flavoprotein subunit of succinate dehydrogenase;15;47.8
PF3D7_1034500;PF3D7_1034500.1;conserved Plasmodium protein, unknown function;20.4;77.1
PF3D7_1034600;PF3D7_1034600.1;translation initiation factor IF-3, putative;21.4;86.3
PF3D7_1034700;PF3D7_1034700.1;ADP-ribosylation factor, putative;18.5;77.8
PF3D7_1034800;PF3D7_1034800.1;conserved protein, unknown function;19.2;56.6
PF3D7_1034900;PF3D7_1034900.1;methionine--tRNA ligase;76.7;90.1
PF3D7_1035000;PF3D7_1035000.1;U2 snRNA/tRNA pseudouridine synthase, putative;19.1;60.6
PF3D7_1035100;PF3D7_1035100.1;probable protein, unknown function;9.6;90.9
PF3D7_1035200;PF3D7_1035200.1;S-antigen;14.4;99.7
PF3D7_1035300;PF3D7_1035300.1;glutamate-rich protein GLURP;9;90.5
PF3D7_1035400;PF3D7_1035400.1;merozoite surface protein 3;50.6;99.9
PF3D7_1035500;PF3D7_1035500.1;merozoite surface protein 6;30.5;99.9
PF3D7_1035600;PF3D7_1035600.1;merozoite surface protein;13;88.2
PF3D7_1035700;PF3D7_1035700.1;duffy binding-like merozoite surface protein;12.4;98.5
PF3D7_1035800;PF3D7_1035800.1;probable protein, unknown function;9.6;65.6
PF3D7_1035900;PF3D7_1035900.1;probable protein, unknown function;22.3;99
PF3D7_1036000;PF3D7_1036000.1;merozoite surface protein 11;20.8;98.8
PF3D7_1036300;PF3D7_1036300.1;duffy binding-like merozoite surface protein 2;11;77.9
PF3D7_1036400;PF3D7_1036400.1;liver stage antigen 1;0;36.3
PF3D7_1036500;PF3D7_1036500.1;conserved Plasmodium protein, unknown function;30.9;97.9
PF3D7_1036600;PF3D7_1036600.1;conserved protein, unknown function, unspecified product;29.6;80.4
PF3D7_1036600;PF3D7_1036600.2;conserved protein, unknown function, unspecified product;29.6;80.4
PF3D7_1036700;PF3D7_1036700.1;phosducin-like protein 2, putative;34;86.8
PF3D7_1036800;PF3D7_1036800.1;acetyl-CoA transporter, putative;26.4;78.9
PF3D7_1036900;PF3D7_1036900.1;conserved Plasmodium protein, unknown function;91.3;96.7
PF3D7_1037000;PF3D7_1037000.1;DNA polymerase zeta catalytic subunit, putative;22.5;58.1
PF3D7_1037100;PF3D7_1037100.1;pyruvate kinase 2;14.9;70.1
PF3D7_1037200;PF3D7_1037200.1;conserved Plasmodium protein, unknown function;12.5;18.2
PF3D7_1037300;PF3D7_1037300.1;ADP/ATP transporter on adenylate translocase;59.4;96.6
PF3D7_1037400;PF3D7_1037400.1;conserved Plasmodium protein, unknown function;24.1;70.9
PF3D7_1037500;PF3D7_1037500.1;dynamin-like protein;19.8;73.3
PF3D7_1037600;PF3D7_1037600.1;TFIIH basal transcription factor complex helicase XPB subunit, putative;54.3;71.5
PF3D7_1037700;PF3D7_1037700.1;enhancer of rudimentary homolog, putative;47;83.5
PF3D7_1037800;PF3D7_1037800.1;dynein intermediate chain, putative;12.6;19.6
PF3D7_1037900;PF3D7_1037900.1;conserved Plasmodium protein, unknown function;34.1;53.2
PF3D7_1038000;PF3D7_1038000.1;antigen UB05;97.9;99.7
PF3D7_1038000;PF3D7_1038000.2;antigen UB05;97.9;99.7
PF3D7_1038100;PF3D7_1038100.1;GDP dissociation inhibitor, putative;30;64.9
PF3D7_1038200;PF3D7_1038200.1;conserved Plasmodium protein, unknown function;23.4;64.4
PF3D7_1038300;PF3D7_1038300.1;conserved Plasmodium protein, unknown function;8.6;18
PF3D7_1038400;PF3D7_1038400.1;gametocyte-specific protein;7.8;22.2
PF3D7_1038500;PF3D7_1038500.1;Plasmodium exported protein, unknown function;12.6;32.6
PF3D7_1038600;PF3D7_1038600.1;Plasmodium exported protein, unknown function;17.2;52.2
PF3D7_1038700;PF3D7_1038700.1;Plasmodium exported protein, unknown function;18;41.1
PF3D7_1038800;PF3D7_1038800.1;RESA-like protein with PHIST and DnaJ domains;27.2;74.3
PF3D7_1038900;PF3D7_1038900.1;esterase, putative;17.2;47.2
PF3D7_1039000;PF3D7_1039000.1;serine/threonine protein kinase, FIKK family;21.6;95.1
PF3D7_1039100;PF3D7_1039100.1;DnaJ protein, putative, pseudogene;4.3;34
PF3D7_1039200;PF3D7_1039200.1;Plasmodium exported protein, unknown function, pseudogene;0;10.8
PF3D7_1039400;PF3D7_1039400.1;erythrocyte membrane protein 1 (PfEMP1), pseudogene;0;0
PF3D7_1039600;PF3D7_1039600.1;exported protein family 1, pseudogene;0;7.6
PF3D7_1039700;PF3D7_1039700.1;Pfmc-2TM Maurer's cleft two transmembrane protein;0;16.2
PF3D7_1039800;PF3D7_1039800.1;exported protein family 3;0;10.3
PF3D7_1039900;PF3D7_1039900.1;exported protein family 4;0;8.6
PF3D7_1040000;PF3D7_1040000.1;rifin;0;6.9
PF3D7_1040100;PF3D7_1040100.1;rifin;0;6.6
PF3D7_1040200;PF3D7_1040200.1;stevor;0;15.2
PF3D7_1040300;PF3D7_1040300.1;rifin;0;13.5
PF3D7_1040400;PF3D7_1040400.1;rifin;0;5.5
PF3D7_1040500;PF3D7_1040500.1;rifin;0;5.4
PF3D7_1040600;PF3D7_1040600.1;rifin;0;6
PF3D7_1040700;PF3D7_1040700.1;rifin;0;5.1
PF3D7_1040800;PF3D7_1040800.1;rifin;0;6
PF3D7_1040900;PF3D7_1040900.1;rifin;0;6.8
PF3D7_1041000;PF3D7_1041000.1;rifin;0;10
PF3D7_1041100;PF3D7_1041100.1;rifin;0;4.3
PF3D7_1041200;PF3D7_1041200.1;rifin;0;10
PF3D7_1041300;PF3D7_1041300.1;erythrocyte membrane protein 1, PfEMP1;19.2;40.2
PF3D7_1100100;PF3D7_1100100.1;erythrocyte membrane protein 1, PfEMP1;15.3;33.3
PF3D7_1100200;PF3D7_1100200.1;erythrocyte membrane protein 1, PfEMP1;6.6;16.1
PF3D7_1100300;PF3D7_1100300.1;rifin;0;7
PF3D7_1100400;PF3D7_1100400.1;rifin;0;6.6
PF3D7_1100500;PF3D7_1100500.1;rifin;0;7.1
PF3D7_1100600;PF3D7_1100600.1;Plasmodium exported protein (PHISTa), unknown function, pseudogene;0;11.2
PF3D7_1100700;PF3D7_1100700.1;stevor, pseudogene;0;12.8
PF3D7_1100800;PF3D7_1100800.1;Pfmc-2TM Maurer's cleft two transmembrane protein;0;15.9
PF3D7_1100900;PF3D7_1100900.1;exported protein family 1, pseudogene;0;14.5
PF3D7_1101000;PF3D7_1101000.1;erythrocyte membrane protein 1 (PfEMP1), pseudogene;0;8.1
PF3D7_1101100;PF3D7_1101100.1;rifin;0;8
PF3D7_1101200;PF3D7_1101200.1;rifin;0;6.9
PF3D7_1101300;PF3D7_1101300.1;rifin;0;11.7
PF3D7_1101400;PF3D7_1101400.1;rifin, pseudogene;0;6.3
PF3D7_1101500;PF3D7_1101500.1;exported protein family 4;2.6;18.1
PF3D7_1101600;PF3D7_1101600.1;exported protein family 3;0;9.2
PF3D7_1101700;PF3D7_1101700.1;Pfmc-2TM Maurer's cleft two transmembrane protein;0;12.4
PF3D7_1101800;PF3D7_1101800.1;exported protein family 1;0;7.5
PF3D7_1101900;PF3D7_1101900.1;erythrocyte membrane protein 1 (PfEMP1), pseudogene;0;2.6
PF3D7_1102100;PF3D7_1102100.1;Plasmodium exported protein, unknown function, pseudogene;0;8.4
PF3D7_1102200;PF3D7_1102200.1;DnaJ protein, putative;0;9
PF3D7_1102300;PF3D7_1102300.1;Plasmodium exported protein, unknown function;20.1;87.2
PF3D7_1102400;PF3D7_1102400.1;phosphopantothenate--cysteine ligase, putative;52.5;72.8
PF3D7_1102500;PF3D7_1102500.1;Plasmodium exported protein (PHISTb), unknown function;75;99.6
PF3D7_1102600;PF3D7_1102600.1;Plasmodium exported protein, unknown function;17.1;64.4
PF3D7_1102700;PF3D7_1102700.1;early transcribed membrane protein 11.1;50.4;99.7
PF3D7_1102800;PF3D7_1102800.1;early transcribed membrane protein 11.2;58.2;100
PF3D7_1102900;PF3D7_1102900.1;Plasmodium exported protein (hyp11), unknown function;12.7;71.8
PF3D7_1103000;PF3D7_1103000.1;conserved Plasmodium protein, unknown function;0;23.4
PF3D7_1103100;PF3D7_1103100.1;60S acidic ribosomal protein P1, putative;89.2;99.5
PF3D7_1103200;PF3D7_1103200.1;tRNA Glycine;0;17.8
PF3D7_1103300;PF3D7_1103300.1;tRNA Leucine;0;9.1
PF3D7_1103400;PF3D7_1103400.1;FeS cluster assembly protein SufD;28.8;70.6
PF3D7_1103500;PF3D7_1103500.1;CPW-WPC family protein;13.5;40.3
PF3D7_1103600;PF3D7_1103600.1;actin-like protein, putative;29.6;63.2
PF3D7_1103700;PF3D7_1103700.1;casein kinase II beta chain;75.9;91
PF3D7_1103800;PF3D7_1103800.1;CCR4-NOT transcription complex subunit 1, putative;50.3;84.7
PF3D7_1103900;PF3D7_1103900.1;conserved Plasmodium protein, unknown function;0;46.1
PF3D7_1104000;PF3D7_1104000.1;phenylalanine--tRNA ligase beta subunit;42.7;82.4
PF3D7_1104100;PF3D7_1104100.1;syntaxin, Qa-SNARE family;71.6;84.3
PF3D7_1104200;PF3D7_1104200.1;chromatin remodeling protein;47.7;74.9
PF3D7_1104300;PF3D7_1104300.1;conserved Plasmodium protein, unknown function;40.6;89.9
PF3D7_1104400;PF3D7_1104400.1;thioredoxin-like mero protein;62.8;91.1
PF3D7_1104500;PF3D7_1104500.1;WD repeat-containing protein, putative;7.3;17
PF3D7_1104600;PF3D7_1104600.1;radial spoke head protein, putative;13.2;24.9
PF3D7_1104700;PF3D7_1104700.1;DNA-directed RNA polymerase III subunit RPC8, putative;50.9;94.9
PF3D7_1104700;PF3D7_1104700.2;DNA-directed RNA polymerase III subunit RPC8, putative;50.9;94.9
PF3D7_1104800;PF3D7_1104800.1;metabolite/drug transporter, putative;20.8;77.1
PF3D7_1104900;PF3D7_1104900.1;calcium/calmodulin-dependent protein kinase, putative;22.9;95.3
PF3D7_1105000;PF3D7_1105000.1;histone H4;94.7;99.7
PF3D7_1105100;PF3D7_1105100.1;histone H2B;94.2;100
PF3D7_1105200;PF3D7_1105200.1;WD repeat-containing protein WRAP73, putative;7.9;20.3
PF3D7_1105300;PF3D7_1105300.1;conserved Plasmodium protein, unknown function;38.9;77.8
PF3D7_1105400;PF3D7_1105400.1;40S ribosomal protein S4, putative;88;98.2
PF3D7_1105500;PF3D7_1105500.1;centrin-4;32.4;83.8
PF3D7_1105600;PF3D7_1105600.1;translocon component PTEX88;49.1;94.8
PF3D7_1105700;PF3D7_1105700.1;tRNA-splicing ligase RtcB, putative;59.2;83.4
PF3D7_1105800;PF3D7_1105800.1;conserved Apicomplexan protein, unknown function;79.3;92.8
PF3D7_1105900;PF3D7_1105900.1;conserved Plasmodium membrane protein, unknown function;0;11
PF3D7_1106000;PF3D7_1106000.1;RuvB-like helicase 2;60.6;88.2
PF3D7_1106100;PF3D7_1106100.1;apicoplast ribosomal protein S15 precursor, putative;39.7;65.4
PF3D7_1106200;PF3D7_1106200.1;conserved Plasmodium protein, unknown function;13.4;49.2
PF3D7_1106300;PF3D7_1106300.1;exonuclease, putative;39.7;88.5
PF3D7_1106400;PF3D7_1106400.1;conserved Plasmodium protein, unknown function;23.7;54
PF3D7_1106500;PF3D7_1106500.1;conserved Plasmodium protein, unknown function;20.8;66.2
PF3D7_1106600;PF3D7_1106600.1;DEAD/DEAH box helicase, putative;12.8;51.2
PF3D7_1106700;PF3D7_1106700.1;DNA replication ATP-dependent helicase/nuclease DNA2, putative;48.6;66.7
PF3D7_1106800;PF3D7_1106800.1;protein kinase, putative;30.6;53.2
PF3D7_1106900;PF3D7_1106900.1;conserved Plasmodium protein, unknown function;43.4;71.2
PF3D7_1107000;PF3D7_1107000.1;U6 snRNA-associated Sm-like protein LSm4, putative;57.7;89.4
PF3D7_1107100;PF3D7_1107100.1;nucleic acid binding protein, putative;19.6;83.2
PF3D7_1107200;PF3D7_1107200.1;conserved protein, unknown function;42.1;79.6
PF3D7_1107300;PF3D7_1107300.1;polyadenylate-binding protein-interacting protein 1, putative;93.4;95.5
PF3D7_1107400;PF3D7_1107400.1;DNA repair protein RAD51;35.7;58.8
PF3D7_1107500;PF3D7_1107500.1;prefoldin, putative;46.4;88.9
PF3D7_1107600;PF3D7_1107600.1;conserved Plasmodium protein, unknown function;8.1;28
PF3D7_1107700;PF3D7_1107700.1;pescadillo homolog;37.1;78.7
PF3D7_1107800;PF3D7_1107800.1;AP2 domain transcription factor, putative;59.2;93.7
PF3D7_1107900;PF3D7_1107900.1;mechanosensitive ion channel protein, putative;18.7;36.4
PF3D7_1108000;PF3D7_1108000.1;IWS1-like protein, putative;78.1;90.8
PF3D7_1108100;PF3D7_1108100.1;conserved Plasmodium protein, unknown function;10;71.5
PF3D7_1108200;PF3D7_1108200.1;D-tyrosyl-tRNA(Tyr) deacylase;63.5;85.3
PF3D7_1108300;PF3D7_1108300.1;pterin-4a-carbinolamine dehydratase;43.9;57.5
PF3D7_1108400;PF3D7_1108400.1;casein kinase 2, alpha subunit;90.6;97.2
PF3D7_1108500;PF3D7_1108500.1;succinyl-CoA synthetase alpha subunit, putative;36.7;82.8
PF3D7_1108600;PF3D7_1108600.1;endoplasmic reticulum-resident calcium binding protein;84.5;99.6
PF3D7_1108700;PF3D7_1108700.1;heat shock protein J2;68.3;88.3
PF3D7_1108800;PF3D7_1108800.1;conserved Plasmodium protein, unknown function;13;35.2
PF3D7_1108900;PF3D7_1108900.1;tetratricopeptide repeat protein, putative;14.5;63.5
PF3D7_1109000;PF3D7_1109000.1;small nucleolar RNA snoR07;0;35.9
PF3D7_1109100;PF3D7_1109100.1;conserved Plasmodium protein, unknown function;15.8;48.4
PF3D7_1109200;PF3D7_1109200.1;conserved Plasmodium protein, unknown function;17.6;50.9
PF3D7_1109300;PF3D7_1109300.1;small nucleolar RNA snR61/Z1/Z11;24.6;67
PF3D7_1109400;PF3D7_1109400.1;essential nuclear protein 1, putative;64.1;90
PF3D7_1109500;PF3D7_1109500.1;small nucleolar RNA snoR09;26.9;71.2
PF3D7_1109600;PF3D7_1109600.1;small nucleolar RNA SNORD127;14.1;48
PF3D7_1109700;PF3D7_1109700.1;small nucleolar RNA snoR11;13.7;44.7
PF3D7_1109800;PF3D7_1109800.1;small nucleolar RNA snoR12;23.6;52.9
PF3D7_1109900;PF3D7_1109900.1;60S ribosomal protein L36;96.9;99.1
PF3D7_1110000;PF3D7_1110000.1;conserved Plasmodium protein, unknown function;62.4;90.5
PF3D7_1110100;PF3D7_1110100.1;conserved Plasmodium protein, unknown function;46.2;85.5
PF3D7_1110200;PF3D7_1110200.1;pre-mRNA-processing factor 6, putative;60.7;80.8
